label,text
0,anybody who lives in atl and has an iphone don t you love looking at the weather for the wk nothing but t storms and rain 
4, you re welcome coco s another good one is right you also have paul at jbr 
0,the smell of rains is here but no rains yet 
4, hey how did the audition go xxx
4, not to mention all berjaya resorts too and eateries like kenny rogers 
0, the job thing it s a whole episode 
4, alrighty then 
0, morrow days killarney without internet 
0,last day at valley view today 
4,this has truly been a lazy saturday we should all have more of them 
0,my ipod landed in the washing machine yes it s broken awesome 
0,is still waiting on two of my friends to get back to me about the cabo trip i hope i don t have to go alone 
4, of course mister duhhh lol 
4, then i guess you re gonna have to make a trip to cali we miss you too sis 
4, back to xp eh 
0,brother finallyyyy left for school soo sickk blahh stupid softball game tonight and my dads making me go 
4, haha s i started yesterday my dad helped me so much 
4,another badass weekend with ash hott erness
4,i m teaching kids to be evil i wonder if my grandma would still recommend an education course if she knew that 
0,cleaning up from painting not to self next time remember that the paint thinner can looks the same as the contact cement can 
0, u never got back to me about the internship job thing and you never said if you liked the banner i made ac
0,still can t make up my mind for infamous loved the demo hmmm should i rent it 
4,have a blessed mothers day chaarie 
0, russia s not that bad it sucks with the transition between high school and college doesn t it 
4, that s you in a nutshell sister you in a nutshell is funny 
4,listening to the mikey show always brightens up my morning 
4, thanks yes i would say that mcgill and penn don t know what they missed out on 
4,well there s no need to stay up i m going back to sleep 
0, what did i do this time 
0, not really hun more resources for autism in schools etc would be good communication the biggest area of need 
0,i want ice cream and cookies 
4,church was good got head butted by doofus and made a sweet beat with david 
0,spymaster is just a way of satisfying yourself by numbers sigh
0, hi that s a bad news javs we got a bad treatment from epic make sure we don t but any dlc s and future products from epic 
0,probably cant see transformers ths weekend makes me sad 
0, i cant direct msg u only public msgs hope u read this 
0, i will say prayers for them too 
4,new blog post mini hauls and a hello 
4, haha your a trip i see trouble almost got it loved the rhyme i m about to go to be too peace 
4, yeah i love that u can angle things instead of having them straight against the wall once finals are done i will play
0,rain rain go away come again another day i guess shakespeare in the park is out for today 
0,we re home i always hate the end of a vacation the past week flew by too fast 
0,my friend just one upped my news about the trailer by informing me that his dad died yesterday 
0,its way too early to be up 
4, thanks for following me 
4,going to greek fest tonight then just relaxing in the hotel room room service for dinner 
4,i m wonderng why i thought i was tired cuz now that i see this mantis infomercial i can t sleep sheesh 
0,i am so so so so so bored of studying 
4, just noticed that it s unfollowsunday we all know what that means
4,i have to stop writing in swedish or i ll lose my nice followers back on the international track 
0,i hate being sick cough 
0,we can t link our router to someone elses 
4,nearly at end of first run of la boheme got another run to do i believe we are here till tonight 
4, soccer games planting in the yard and cooking a big fat steak on the grill for dinner than family movie night 
0,teaser of upcoming wedding photography shots are posted photoshopping wedding shots are hard 
0, its not bad gner not so good i m going back that way 
4,what is everyone going to do today in this scorching weather degrees well it is here in scotland 
4, yes i thought it was a cute one text me 
0, oh man i think i m the lamest of all your friends i almost went to that show too 
0,on the way to walk got hunger there is a screaming child next to me 
4,gus is having a problem re a ref decision no its ok according to gus 
4, thanks 
4,marii i don t know what the hell time it is in washington but youre innocent 
4,going out 
4,we were never meant to be baby we just happened 
4, fine atew wants paul to go read her note on twitter 
0, i live in the opposite marriage state marriagefail
4,im awake its i will not be late 
4, a little rainy but that s ok full bloom down this way trees and most flowers spring has arrived how s your weekend 
4,jacob is watching a damn movie amy is sitting beside me her hangoverstilldrunk self lmfao 
0, i m sorry at least you could sleep all day feeling like that 
4,take a chill girlies just playing with you iknow its a song lyric what i cant joke with you a little 
0,is very beat from first day of work 
4,had a moment i love my bff 
4,getting ready for the weekend girls night in tonight then party on saturday i m so glad it s friday 
0, geez huge hugs and quick recovery 
4,billy burke aka bella s dad wants some twilighter love so go add him as well 
0,watching a movie alone i miss my honey 
0,headed to bed hopefully i can actually sleep this time if not lunesta here i come 
4, no illegal crime is redundant like republican hatemonger or ineffectual democrat 
0,i feel like i wanna chuck up this isnt good 
0, sadly shows what s wrong with the times we live in 
4, i know kids didn t get up till about am normally when it s light they re up at am got a lie in at least 
4,creatively frustrated right now but good time to spend with my wonderful wife and kids stay tuned twittervill s 
0,is missing his friends from back home 
4,tired of butcheries and the smell of springbok excited for biltong and dro wors though 
